订单号,产品类别,产品名称,销售数量,单价,客户所在城市,支付方式,订单日期
6877703658,服装,短裤,4,149,宁波,支付宝,2026-02-02
6802466494,家居用品,窗帘,4,399,重庆,支付宝,2026-02-02
5803735812,服装,卫衣,2,349,深圳,银行卡,2026-02-02
5842022688,电子产品,显示器,10,1299,重庆,支付宝,2026-02-02
5829089680,电子产品,路由器,4,299,西安,支付宝,2026-02-03
5873751742,家居用品,床垫,2,5999,广州,银行卡,2026-02-03
6891557148,图书,旅游指南,3,69,上海,微信支付,2026-02-03
6804195572,家居用品,窗帘,5,399,南京,支付宝,2026-02-03
6848247057,家居用品,水杯,1,49,上海,微信支付,2026-02-04
5821766973,电子产品,路由器,2,299,北京,支付宝,2026-02-04
6890989079,服装,围巾,9,129,广州,微信支付,2026-02-04
6899289416,电子产品,鼠标,2,89,南京,银行卡,2026-02-04
5851022968,服装,休闲裤,1,299,苏州,银行卡,2026-02-05
5830886559,图书,科普书,4,59,郑州,支付宝,2026-02-05
6823554955,电子产品,蓝牙耳机,6,199,郑州,微信支付,2026-02-06
6862448346,电子产品,平板电脑,1,2499,长沙,微信支付,2026-02-06
5838769142,家居用品,收纳盒,6,79,武汉,微信支付,2026-02-06
5825541244,食品,茶叶,1,199,宁波,银行卡,2026-02-06
6801364987,家居用品,毛巾,2,49,南京,微信支付,2026-02-06
6880545195,服装,半身裙,7,299,厦门,支付宝,2026-02-06
5869018230,食品,果汁,5,39,青岛,支付宝,2026-02-07
5898482982,家居用品,收纳盒,9,79,南京,微信支付,2026-02-07
5895161454,电子产品,摄像头,5,399,福州,现金,2026-02-07
6847424942,家居用品,垃圾桶,9,59,上海,银行卡,2026-02-08
5879388874,服装,帽子,10,79,福州,微信支付,2026-02-08
5864138154,电子产品,游戏手柄,10,249,成都,微信支付,2026-02-09
5848247967,图书,绘本,9,59,郑州,支付宝,2026-02-09
5889010874,服装,卫衣,1,349,厦门,支付宝,2026-02-09
5858336101,服装,毛衣,2,399,成都,微信支付,2026-02-09
6816657166,图书,教材,10,79,郑州,微信支付,2026-02-09
5811290381,食品,方便面,3,49,福州,银行卡,2026-02-10
6805587795,食品,咖啡,5,129,广州,支付宝,2026-02-10
6832841492,图书,诗集,6,49,西安,支付宝,2026-02-11
6835128354,食品,巧克力,7,59,苏州,银行卡,2026-02-12
5827187927,食品,坚果,2,79,北京,微信支付,2026-02-12
5895898853,家居用品,收纳盒,7,79,西安,银行卡,2026-02-12
5839594444,电子产品,移动电源,10,149,厦门,支付宝,2026-02-12
5831672482,服装,卫衣,7,349,青岛,银行卡,2026-02-12
6868786229,服装,衬衫,3,299,宁波,支付宝,2026-02-13
6819364658,食品,能量棒,1,49,西安,支付宝,2026-02-13
5897559004,图书,历史书,2,89,天津,支付宝,2026-02-13
5823878172,服装,羽绒服,3,899,郑州,支付宝,2026-02-13
5808511315,图书,食谱,7,49,天津,支付宝,2026-02-14
5824441799,服装,牛仔裤,10,399,杭州,微信支付,2026-02-15
6801685156,家居用品,沙发,9,3999,昆明,支付宝,2026-02-15
6816373891,图书,字典,2,99,昆明,微信支付,2026-02-16
6872144392,电子产品,鼠标,9,89,青岛,支付宝,2026-02-16
6830213263,服装,围巾,6,129,广州,银行卡,2026-02-16
5845686917,食品,矿泉水,10,29,厦门,支付宝,2026-02-16
5870544176,家居用品,香薰,4,99,南京,支付宝,2026-02-16
6876503692,电子产品,鼠标,8,89,深圳,支付宝,2026-02-16
6814146241,服装,睡衣,5,199,武汉,支付宝,2026-02-16
5837519568,电子产品,移动电源,4,149,广州,微信支付,2026-02-16
5887140993,电子产品,鼠标,3,89,西安,支付宝,2026-02-17
6815040566,家居用品,香薰,3,99,成都,支付宝,2026-02-17
5830454883,服装,衬衫,8,299,成都,支付宝,2026-02-18
6841223185,家居用品,垃圾桶,1,59,厦门,银行卡,2026-02-18
6893665395,服装,西装裤,9,449,上海,支付宝,2026-02-18
6898563651,家居用品,扫把,4,39,青岛,微信支付,2026-02-18
6838816181,食品,海苔,3,29,福州,微信支付,2026-02-19
6899012557,服装,西装裤,10,449,北京,银行卡,2026-02-19
5821456806,电子产品,麦克风,4,299,广州,支付宝,2026-02-20
5805265151,家居用品,衣架,3,39,长沙,支付宝,2026-02-21
5822910476,服装,短裤,3,149,北京,微信支付,2026-02-21
6875144209,电子产品,U盘,2,59,长沙,银行卡,2026-02-22
5862381963,食品,巧克力,2,59,郑州,支付宝,2026-02-22
6838425633,家居用品,被子,3,399,西安,支付宝,2026-02-22
5823420148,电子产品,摄像头,10,399,杭州,支付宝,2026-02-22
5815953258,食品,蜂蜜,1,89,苏州,支付宝,2026-02-23
5890411651,食品,茶叶,8,199,上海,微信支付,2026-02-23
5886347114,电子产品,存储卡,4,129,厦门,银行卡,2026-02-23
5808665373,图书,画册,1,99,厦门,银行卡,2026-02-23
5823746636,食品,矿泉水,1,29,西安,支付宝,2026-02-24
5813388774,食品,饼干,8,39,宁波,支付宝,2026-02-24
5836793818,服装,睡衣,6,199,西安,微信支付,2026-02-24
6854656379,电子产品,U盘,8,59,合肥,银行卡,2026-02-24
6810431180,电子产品,游戏手柄,10,249,合肥,支付宝,2026-02-24
6828928851,食品,矿泉水,9,29,福州,微信支付,2026-02-25
5843842801,服装,内衣,9,89,西安,微信支付,2026-02-25
5870615811,家居用品,毛巾,2,49,上海,银行卡,2026-02-26
6883845774,家居用品,被子,3,399,长沙,银行卡,2026-02-26
5854549562,家居用品,纸巾,5,39,武汉,支付宝,2026-02-26
5863247655,家居用品,枕头,10,199,深圳,微信支付,2026-02-26
6859580477,食品,果汁,10,39,南京,微信支付,2026-02-26
6840649197,家居用品,被子,1,399,西安,支付宝,2026-02-27
6851255907,服装,围巾,9,129,长沙,微信支付,2026-02-27
6890368843,食品,牛奶,9,69,成都,支付宝,2026-02-28
6827864891,服装,运动裤,10,249,合肥,银行卡,2026-02-28
5877260638,服装,卫衣,7,349,天津,支付宝,2026-02-28
5868549939,服装,休闲裤,5,299,南京,支付宝,2026-03-01
5898559914,图书,画册,7,99,杭州,支付宝,2026-03-01
6844507218,图书,杂志,1,29,宁波,支付宝,2026-03-01
5865877696,食品,牛奶,10,69,重庆,微信支付,2026-03-01
5842520913,图书,杂志,6,29,重庆,支付宝,2026-03-01
5837665363,食品,茶叶,2,199,宁波,微信支付,2026-03-01
6842226211,服装,袜子,8,29,天津,支付宝,2026-03-01
5882101133,家居用品,纸巾,5,39,福州,支付宝,2026-03-02
5804771350,服装,牛仔裤,6,399,苏州,支付宝,2026-03-03
6865964423,家居用品,拖把,6,89,合肥,银行卡,2026-03-04
6853297300,电子产品,移动电源,6,149,宁波,支付宝,2026-03-04
6866289139,家居用品,垃圾桶,10,59,北京,微信支付,2026-03-04
6893190517,图书,绘本,10,59,昆明,银行卡,2026-03-05
6827649901,食品,牛奶,3,69,上海,微信支付,2026-03-05
6866178313,图书,杂志,3,29,厦门,银行卡,2026-03-05
5800711405,服装,羽绒服,10,899,上海,微信支付,2026-03-06
5835405260,食品,饼干,4,39,天津,微信支付,2026-03-06
5820486804,服装,外套,8,599,南京,支付宝,2026-03-06
5801611195,图书,漫画,6,39,昆明,微信支付,2026-03-06
5843644546,家居用品,衣架,4,39,苏州,微信支付,2026-03-07
5804758861,家居用品,香薰,7,99,天津,支付宝,2026-03-07
6829603383,图书,字典,8,99,深圳,银行卡,2026-03-07
6861767353,食品,果汁,6,39,天津,银行卡,2026-03-07
6840652306,食品,牛奶,2,69,北京,微信支付,2026-03-08
5811563987,服装,内衣,5,89,成都,微信支付,2026-03-08
5877681820,食品,巧克力,9,59,南京,支付宝,2026-03-08
5840695758,电子产品,鼠标,9,89,宁波,微信支付,2026-03-08
6876178268,家居用品,窗帘,1,399,广州,支付宝,2026-03-08
6875099532,食品,果汁,1,39,武汉,支付宝,2026-03-09
5853993989,电子产品,智能音箱,4,399,长沙,银行卡,2026-03-09
6873810446,电子产品,鼠标,5,89,武汉,支付宝,2026-03-09
5847996426,电子产品,移动电源,1,149,杭州,支付宝,2026-03-09
5860412339,服装,毛衣,7,399,合肥,支付宝,2026-03-10
5844666211,食品,能量棒,10,49,北京,银行卡,2026-03-10
5874662900,家居用品,纸巾,8,39,苏州,银行卡,2026-03-11
5848978716,家居用品,餐具套装,4,199,长沙,微信支付,2026-03-11
6801244969,服装,半身裙,8,299,厦门,银行卡,2026-03-11
6893385891,图书,旅游指南,10,69,杭州,银行卡,2026-03-11
6814840827,图书,练习册,10,39,昆明,微信支付,2026-03-12
5841243581,图书,历史书,2,89,天津,支付宝,2026-03-12
6848472509,食品,酸奶,1,59,杭州,支付宝,2026-03-12
6848495241,服装,袜子,7,29,昆明,微信支付,2026-03-12
6837249911,家居用品,香薰,3,99,西安,支付宝,2026-03-12
5823687360,食品,茶叶,4,199,福州,银行卡,2026-03-13
5843812598,电子产品,摄像头,8,399,杭州,支付宝,2026-03-13
5867305556,食品,肉脯,3,69,重庆,微信支付,2026-03-13
6836237383,图书,教材,8,79,天津,微信支付,2026-03-13
6805794666,家居用品,垃圾桶,3,59,厦门,微信支付,2026-03-13
5889897144,电子产品,路由器,5,299,宁波,支付宝,2026-03-13
6835452753,食品,牛奶,2,69,青岛,支付宝,2026-03-14
5863520484,图书,教材,7,79,深圳,支付宝,2026-03-14
5855860680,食品,蜂蜜,7,89,郑州,微信支付,2026-03-14
5898796372,家居用品,收纳盒,10,79,宁波,支付宝,2026-03-14
5825695022,图书,科普书,9,59,长沙,支付宝,2026-03-15
6887103041,家居用品,餐具套装,5,199,青岛,支付宝,2026-03-15
6815308822,家居用品,拖把,5,89,合肥,支付宝,2026-03-15
6890836887,服装,短裤,8,149,杭州,支付宝,2026-03-15
5807842750,服装,短裤,6,149,杭州,银行卡,2026-03-15
5862231814,服装,毛衣,6,399,厦门,微信支付,2026-03-15
5877750266,图书,绘本,1,59,北京,银行卡,2026-03-15
6869062683,电子产品,游戏手柄,1,249,长沙,银行卡,2026-03-15
6845708709,服装,衬衫,7,299,苏州,支付宝,2026-03-16
6879395963,图书,散文集,4,59,长沙,支付宝,2026-03-18
6809488145,电子产品,移动电源,6,149,福州,支付宝,2026-03-18
6881691632,家居用品,纸巾,10,39,天津,银行卡,2026-03-19
5852186744,电子产品,蓝牙耳机,2,199,广州,微信支付,2026-03-19
6870828210,服装,内衣,8,89,广州,微信支付,2026-03-20
5860722276,服装,外套,6,599,广州,微信支付,2026-03-20
5887473055,图书,小说,10,49,长沙,微信支付,2026-03-20
5808511756,食品,坚果,2,79,成都,支付宝,2026-03-20
5811169466,服装,围巾,4,129,南京,支付宝,2026-03-20
6876456690,食品,果汁,7,39,广州,支付宝,2026-03-20
6842608338,食品,蜂蜜,5,89,西安,银行卡,2026-03-20
